sampling.event,date,run.time,ona.fish,okr.section,reach,fork_length_cm,poh_cm,otolith,otolith_vial,total.age,european.age,age.sample.quality,aging.comments,origin,hatchery,sex,spawned,fecundity,dna_yn,dna_vial,dna.results,tagged_yn,tag.type,tag,comments,year,doy,flreg,fish
Deadpitch,10/26/2015,Week 4,140518,Shingle,4,25,20.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,78,NA,NA,NA,NA,NA,2015,299,25,Kokanee
Deadpitch,10/4/2018,Week 1,18420001,Shingle Creek,NA,39,30.5,2,18420001,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420001,NA,NA,NA,NA,NA,2018,277,39,Sockeye
Deadpitch,10/4/2018,Week 1,18420002,Shingle Creek,NA,38,29.5,2,18420002,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420002,NA,NA,NA,NA,NA,2018,277,38,Sockeye
Deadpitch,10/10/2018,Week 2,18420003,Shingle Creek,NA,NA,27.5,2,18420003,NA,NA,NA,NA,Unmarked,natural,F,S,n/a,Y,18420003,NA,NA,NA,NA,NA,2018,283,34.8,Kokanee
Deadpitch,10/15/2018,Week 3,18420004,Shingle Creek,NA,NA,17,2,18420004,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420004,NA,NA,NA,NA,NA,2018,288,21.5,Kokanee
Deadpitch,10/15/2018,Week 3,18420005,Shingle Creek,NA,NA,22,2,18420005,NA,NA,NA,NA,Unmarked,natural,F,N,n/a,Y,18420005,NA,NA,NA,NA,NA,2018,288,27.8,Kokanee
Deadpitch,10/15/2018,Week 3,18420006,Shingle Creek,NA,21,16.5,2,18420006,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420006,NA,NA,NA,NA,NA,2018,288,21,Kokanee
Deadpitch,10/15/2018,Week 3,18420007,Shingle Creek,NA,29,23,2,18420007,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420007,NA,NA,NA,NA,NA,2018,288,29,Kokanee
Deadpitch,10/15/2018,Week 3,18420008,Shingle Creek,NA,43,33.5,2,18420008,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420008,NA,NA,NA,NA,NA,2018,288,43,Sockeye
Deadpitch,10/19/2018,Week 3,18420009,Shingle Creek,NA,24,19,2,18420009,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420009,NA,NA,NA,NA,NA,2018,292,24,Kokanee
Deadpitch,10/19/2018,Week 3,18420010,Shingle Creek,NA,30,23.5,2,18420010,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420010,NA,NA,NA,NA,NA,2018,292,30,Kokanee
Deadpitch,10/19/2018,Week 3,18420011,Shingle Creek,NA,NA,18,2,18420011,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420011,NA,NA,NA,NA,NA,2018,292,22.8,Kokanee
Deadpitch,10/19/2018,Week 3,18420012,Shingle Creek,NA,37.5,30,2,18420012,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420012,NA,NA,NA,NA,NA,2018,292,37.5,Sockeye
Deadpitch,10/22/2018,Week 4,18420013,Shingle Creek,NA,31,24.5,2,18420013,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420013,NA,NA,NA,NA,NA,2018,295,31,Kokanee
Deadpitch,10/22/2018,Week 4,18420014,Shingle Creek,NA,31,24.5,2,18420014,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420014,NA,NA,NA,NA,NA,2018,295,31,Kokanee
Deadpitch,10/22/2018,Week 4,18420015,Shingle Creek,NA,NA,40.5,2,18420015,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420015,NA,NA,NA,NA,NA,2018,295,51.2,Sockeye
Deadpitch,10/22/2018,Week 4,18420016,Shingle Creek,NA,23.5,18.5,2,18420016,NA,NA,NA,NA,Unmarked,natural,F,S,n/a,Y,18420016,NA,NA,NA,NA,NA,2018,295,23.5,Kokanee
Deadpitch,10/22/2018,Week 4,18420017,Shingle Creek,NA,NA,36.5,2,18420017,NA,NA,NA,NA,Unmarked,natural,F,P,n/a,Y,18420017,NA,NA,NA,NA,NA,2018,295,46.1,Sockeye
Deadpitch,10/25/2018,Week 4,18420018,Shingle Creek,NA,NA,40,2,18420018,NA,NA,NA,NA,3.4,hatchery,M,n/a,n/a,Y,18420018,NA,NA,NA,NA,NA,2018,298,50.5,Sockeye
Deadpitch,10/25/2018,Week 4,18420019,Shingle Creek,NA,NA,37.5,2,18420019,NA,NA,NA,NA,3.4,hatchery,M,n/a,n/a,Y,18420019,NA,NA,NA,NA,NA,2018,298,47.4,Sockeye
Deadpitch,10/25/2018,Week 4,18420020,Shingle Creek,NA,NA,39.5,2,18420020,NA,NA,NA,NA,3.4,hatchery,M,n/a,n/a,Y,18420020,NA,NA,NA,NA,NA,2018,298,49.9,Sockeye
Deadpitch,10/25/2018,Week 4,18420021,Shingle Creek,NA,51.5,40.5,2,18420021,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420021,NA,NA,NA,NA,one otolith deformed,2018,298,51.5,Sockeye
Deadpitch,10/25/2018,Week 4,18420022,Shingle Creek,NA,NA,42.5,2,18420022,NA,NA,NA,NA,Unmarked,natural,F,N,n/a,Y,18420022,NA,NA,NA,NA,NA,2018,298,53.7,Sockeye
Deadpitch,10/25/2018,Week 4,18420023,Shingle Creek,NA,NA,40.5,2,18420023,NA,NA,NA,NA,3.4,hatchery,M,n/a,n/a,Y,18420023,NA,NA,NA,NA,NA,2018,298,51.2,Sockeye
Deadpitch,10/25/2018,Week 4,18420024,Shingle Creek,NA,NA,39.5,2,18420024,NA,NA,NA,NA,Unmarked,natural,F,N,n/a,Y,18420024,NA,NA,NA,NA,NA,2018,298,49.9,Sockeye
Deadpitch,10/25/2018,Week 4,18420025,Shingle Creek,NA,NA,40.5,2,18420025,NA,NA,NA,NA,3.4,hatchery,F,N,n/a,Y,18420025,NA,NA,NA,NA,NA,2018,298,51.2,Sockeye
Deadpitch,10/25/2018,Week 4,18420026,Shingle Creek,NA,NA,39.5,2,18420026,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420026,NA,NA,NA,NA,NA,2018,298,49.9,Sockeye
Deadpitch,10/25/2018,Week 4,18420027,Shingle Creek,NA,50.5,40.5,2,18420027,NA,NA,NA,NA,3.4,hatchery,F,N,n/a,Y,18420027,NA,NA,NA,NA,NA,2018,298,50.5,Sockeye
Deadpitch,10/25/2018,Week 4,18420028,Shingle Creek,NA,NA,37.5,2,18420028,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420028,NA,NA,NA,NA,NA,2018,298,47.4,Sockeye
Deadpitch,10/25/2018,Week 4,18420029,Shingle Creek,NA,NA,40.5,2,18420029,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420029,NA,NA,NA,NA,NA,2018,298,51.2,Sockeye
Deadpitch,10/25/2018,Week 4,18420030,Shingle Creek,NA,NA,38.5,2,18420030,NA,NA,NA,NA,Unmarked,natural,F,S,n/a,Y,18420030,NA,NA,NA,NA,NA,2018,298,48.6,Sockeye
Deadpitch,10/25/2018,Week 4,18420031,Shingle Creek,NA,NA,39,2,18420031,NA,NA,NA,NA,3.4,hatchery,F,N,n/a,Y,18420031,NA,NA,NA,NA,NA,2018,298,49.3,Sockeye
Deadpitch,10/25/2018,Week 4,18420032,Shingle Creek,NA,48,39,2,18420032,NA,NA,NA,NA,3.4,hatchery,F,N,n/a,Y,18420032,NA,NA,NA,NA,NA,2018,298,48,Sockeye
Deadpitch,10/25/2018,Week 4,18420033,Shingle Creek,NA,NA,40,2,18420033,NA,NA,NA,NA,Unmarked,natural,F,S,n/a,Y,18420033,NA,NA,NA,NA,NA,2018,298,50.5,Sockeye
Deadpitch,10/25/2018,Week 4,18420034,Shingle Creek,NA,NA,24.5,2,18420034,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420034,NA,NA,NA,NA,NA,2018,298,31,Kokanee
Deadpitch,10/25/2018,Week 4,18420035,Shingle Creek,NA,NA,38.5,1,18420035,NA,NA,NA,NA,NS,unknown,F,S,n/a,Y,18420035,NA,NA,NA,NA,NA,2018,298,48.6,Sockeye
Deadpitch,10/25/2018,Week 4,18420036,Shingle Creek,NA,NA,38.5,2,18420036,NA,NA,NA,NA,NS,unknown,F,S,n/a,Y,18420036,NA,NA,NA,NA,NA,2018,298,48.6,Sockeye
Deadpitch,10/25/2018,Week 4,18420037,Shingle Creek,NA,26.5,21,2,18420037,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420037,NA,NA,NA,NA,NA,2018,298,26.5,Kokanee
Deadpitch,10/25/2018,Week 4,18420038,Shingle Creek,NA,NA,22,2,18420038,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420038,NA,NA,NA,NA,NA,2018,298,27.8,Kokanee
Deadpitch,10/25/2018,Week 4,18420039,Shingle Creek,NA,26,20.5,2,18420039,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420039,NA,NA,NA,NA,NA,2018,298,26,Kokanee
Deadpitch,10/25/2018,Week 4,18420040,Shingle Creek,NA,NA,21,2,18420040,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420040,NA,NA,NA,NA,NA,2018,298,26.6,Kokanee
Deadpitch,10/25/2018,Week 4,18420041,Shingle Creek,NA,23.5,19,2,18420041,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420041,NA,NA,NA,NA,NA,2018,298,23.5,Kokanee
Deadpitch,10/25/2018,Week 4,18420042,Shingle Creek,NA,24,19,2,18420042,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420042,NA,NA,NA,NA,NA,2018,298,24,Kokanee
Deadpitch,10/25/2018,Week 4,18420043,Shingle Creek,NA,23,18.5,2,18420043,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420043,NA,NA,NA,NA,NA,2018,298,23,Kokanee
Deadpitch,10/25/2018,Week 4,18420044,Shingle Creek,NA,23.5,18.5,2,18420044,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420044,NA,NA,NA,NA,NA,2018,298,23.5,Kokanee
Deadpitch,10/29/2018,Week 5,18420045,Shingle Creek,NA,NA,41,2,18420045,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420045,NA,NA,NA,NA,NA,2018,302,51.8,Sockeye
Deadpitch,10/29/2018,Week 5,18420046,Shingle Creek,NA,NA,35.5,2,18420046,NA,NA,NA,NA,Unmarked,natural,F,S,n/a,Y,18420046,NA,NA,NA,NA,NA,2018,302,44.9,Sockeye
Deadpitch,10/29/2018,Week 5,18420047,Shingle Creek,NA,NA,37,2,18420047,NA,NA,NA,NA,Unmarked,natural,F,S,n/a,Y,18420047,NA,NA,NA,NA,NA,2018,302,46.8,Sockeye
Deadpitch,10/29/2018,Week 5,18420048,Shingle Creek,NA,NA,38.5,2,18420048,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420048,NA,NA,NA,NA,NA,2018,302,48.6,Sockeye
Deadpitch,10/29/2018,Week 5,18420049,Shingle Creek,NA,50.5,39.5,2,18420049,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420049,NA,NA,NA,NA,NA,2018,302,50.5,Sockeye
Deadpitch,10/29/2018,Week 5,18420050,Shingle Creek,NA,NA,38,2,18420050,NA,NA,NA,NA,3.4,hatchery,F,S,n/a,Y,18420050,NA,NA,NA,NA,NA,2018,302,48,Sockeye
Deadpitch,10/29/2018,Week 5,18420051,Shingle Creek,NA,NA,37,2,18420051,NA,NA,NA,NA,3.4,hatchery,F,S,n/a,Y,18420051,NA,NA,NA,NA,NA,2018,302,46.8,Sockeye
Deadpitch,10/29/2018,Week 5,18420052,Shingle Creek,NA,NA,39.5,2,18420052,NA,NA,NA,NA,3.4,hatchery,M,n/a,n/a,Y,18420052,NA,NA,NA,NA,NA,2018,302,49.9,Sockeye
Deadpitch,10/29/2018,Week 5,18420053,Shingle Creek,NA,NA,39,2,18420053,NA,NA,NA,NA,Unmarked,natural,F,S,n/a,Y,18420053,NA,NA,NA,NA,NA,2018,302,49.3,Sockeye
Deadpitch,10/29/2018,Week 5,18420054,Shingle Creek,NA,37.5,29,2,18420054,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420054,NA,NA,NA,NA,NA,2018,302,37.5,Sockeye
Deadpitch,10/29/2018,Week 5,18420055,Shingle Creek,NA,NA,21.5,2,18420055,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420055,NA,NA,NA,NA,NA,2018,302,27.2,Kokanee
Deadpitch,10/29/2018,Week 5,18420056,Shingle Creek,NA,23,18,2,18420056,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420056,NA,NA,NA,NA,NA,2018,302,23,Kokanee
Deadpitch,10/29/2018,Week 5,18420057,Shingle Creek,NA,22.5,17.5,2,18420057,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420057,NA,NA,NA,NA,NA,2018,302,22.5,Kokanee
Deadpitch,10/29/2018,Week 5,18420058,Shingle Creek,NA,26,20,2,18420058,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420058,NA,NA,NA,NA,NA,2018,302,26,Kokanee
Deadpitch,10/29/2018,Week 5,18420059,Shingle Creek,NA,21.5,17,2,18420059,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420059,NA,NA,NA,NA,NA,2018,302,21.5,Kokanee
Deadpitch,10/29/2018,Week 5,18420060,Shingle Creek,NA,23.5,19,2,18420060,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420060,NA,NA,NA,NA,NA,2018,302,23.5,Kokanee
Deadpitch,10/29/2018,Week 5,18420061,Shingle Creek,NA,24,18.5,2,18420061,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420061,NA,NA,NA,NA,NA,2018,302,24,Kokanee
Deadpitch,10/29/2018,Week 5,18420062,Shingle Creek,NA,21,16.5,2,18420062,NA,NA,NA,NA,NS,unknown,M,n/a,n/a,Y,18420062,NA,NA,NA,NA,NA,2018,302,21,Kokanee
Deadpitch,10/29/2018,Week 5,18420063,Shingle Creek,NA,21,16.5,2,18420063,NA,NA,NA,NA,NS,unknown,F,S,n/a,Y,18420063,NA,NA,NA,NA,NA,2018,302,21,Kokanee
Deadpitch,10/29/2018,Week 5,18420064,Shingle Creek,NA,25,19,2,18420064,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420064,NA,NA,NA,NA,NA,2018,302,25,Kokanee
Deadpitch,11/2/2018,Week 5,18420065,Shingle Creek,NA,NA,41,2,18420065,NA,NA,NA,NA,3.4,hatchery,M,n/a,n/a,Y,18420065,NA,NA,NA,NA,NA,2018,306,51.8,Sockeye
Deadpitch,11/2/2018,Week 5,18420066,Shingle Creek,NA,NA,41,2,18420066,NA,NA,NA,NA,Unmarked,natural,M,n/a,n/a,Y,18420066,NA,NA,NA,NA,NA,2018,306,51.8,Sockeye
Deadpitch,11/2/2018,Week 5,18420067,Shingle Creek,NA,NA,40.5,2,18420067,NA,NA,NA,NA,3.4,hatchery,M,n/a,n/a,Y,18420067,NA,NA,NA,NA,NA,2018,306,51.2,Sockeye
Deadpitch,11/2/2018,Week 5,18420068,Shingle Creek,NA,NA,40.5,2,18420068,NA,NA,NA,NA,3.4,hatchery,F,S,n/a,Y,18420068,NA,NA,NA,NA,NA,2018,306,51.2,Sockeye
Deadpitch,11/2/2018,Week 5,18420069,Shingle Creek,NA,NA,36.5,2,18420069,NA,NA,NA,NA,3.4,hatchery,F,S,n/a,Y,18420069,NA,NA,NA,NA,NA,2018,306,46.1,Sockeye
Deadpitch,11/2/2018,Week 5,18420070,Shingle Creek,NA,NA,39.5,2,18420070,NA,NA,NA,NA,Unknown,natural,M,n/a,n/a,Y,18420070,NA,NA,NA,NA,NA,2018,306,49.9,Sockeye
Deadpitch,11/2/2018,Week 5,18420071,Shingle Creek,NA,NA,35.5,2,18420071,NA,NA,NA,NA,Unmarked,natural,F,S,n/a,Y,18420071,NA,NA,NA,NA,NA,2018,306,44.9,Sockeye
Deadpitch,11/2/2018,Week 5,18420072,Shingle Creek,NA,NA,36.5,2,18420072,NA,NA,NA,NA,Unmarked,natural,F,S,n/a,Y,18420072,NA,NA,NA,NA,NA,2018,306,46.1,Sockeye
Deadpitch,11/2/2018,Week 5,18420073,Shingle Creek,NA,NA,39.5,2,18420073,NA,NA,NA,NA,3.4,hatchery,F,S,n/a,Y,18420073,NA,NA,NA,NA,NA,2018,306,49.9,Sockeye
Deadpitch,10/18/2019,Week 3,19440001,Shingle Creek,NA,37.5,31,2,19440001,3,1.1,n/a,NA,3.5,hatchery,F,P,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,291,37.5,Sockeye
Deadpitch,10/18/2019,Week 3,19440002,Shingle Creek,NA,38,30.5,2,19440002,3,1.1,n/a,NA,3.4.2,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,291,38,Sockeye
Deadpitch,10/18/2019,Week 3,19440003,Shingle Creek,NA,NA,24,2,19440003,4,4,n/a,NA,Unmarked,natural,F,S,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,291,30.4,Kokanee
Deadpitch,10/18/2019,Week 3,19440004,Shingle Creek,NA,NA,25,2,19440004,4,4,n/a,NA,Unmarked,natural,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2019,291,31.6,Kokanee
Deadpitch,10/21/2019,Week 4,19440005,Shingle Creek,NA,41,34,2,19440005,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,294,41,Sockeye
Deadpitch,10/24/2019,Week 4,19440006,Shingle Creek,NA,NA,24,2,19440006,4,4,n/a,NA,Unmarked,natural,F,S,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,297,30.4,Kokanee
Deadpitch,10/24/2019,Week 4,19440007,Shingle Creek,NA,NA,24,1,19440007,4,4,n/a,NA,Unmarked,natural,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,297,30.4,Kokanee
Deadpitch,10/28/2019,Week 5,19440008,Shingle Creek,NA,NA,34,2,19440008,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,301,43,Sockeye
Deadpitch,10/28/2019,Week 5,19440009,Shingle Creek,NA,36,28,2,19440009,3,1.1,n/a,NA,3.4.1,hatchery,M,n/a,n/a,Y,n/a,NA,Y,PIT,3DD.003D364840,NA,2019,301,36,Sockeye
Deadpitch,10/28/2019,Week 5,19440010,Shingle Creek,NA,NA,30,2,19440010,3,1.1,n/a,NA,3.5,hatchery,F,S,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,301,37.9,Sockeye
Deadpitch,10/28/2019,Week 5,19440011,Shingle Creek,NA,37,29.5,2,19440011,3,1.1,n/a,NA,3.4.2,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,301,37,Sockeye
Deadpitch,10/28/2019,Week 5,19440012,Shingle Creek,NA,38.5,30.5,2,19440012,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,301,38.5,Sockeye
Deadpitch,10/31/2019,Week 5,19440013,Shingle Creek,NA,NA,30.5,2,19440013,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,38.6,Sockeye
Deadpitch,10/31/2019,Week 5,19440014,Shingle Creek,NA,NA,31,2,19440014,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,39.2,Sockeye
Deadpitch,10/31/2019,Week 5,19440015,Shingle Creek,NA,NA,32,2,19440015,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,40.5,Sockeye
Deadpitch,10/31/2019,Week 5,19440016,Shingle Creek,NA,NA,32.5,2,19440016,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,41.1,Sockeye
Deadpitch,10/31/2019,Week 5,19440017,Shingle Creek,NA,NA,30.5,2,19440017,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,38.6,Sockeye
Deadpitch,10/31/2019,Week 5,19440018,Shingle Creek,NA,NA,31,2,19440018,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,39.2,Sockeye
Deadpitch,10/31/2019,Week 5,19440019,Shingle Creek,NA,42,33.5,2,19440019,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,42,Sockeye
Deadpitch,10/31/2019,Week 5,19440020,Shingle Creek,NA,39.5,31,2,19440020,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,39.5,Sockeye
Deadpitch,10/31/2019,Week 5,19440021,Shingle Creek,NA,NA,34,2,19440021,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,Y,PIT,3DD.003D3646FE,NA,2019,304,43,Sockeye
Deadpitch,10/31/2019,Week 5,19440022,Shingle Creek,NA,40.5,33,2,19440022,3,1.1,n/a,NA,3.4.2,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,40.5,Sockeye
Deadpitch,10/31/2019,Week 5,19440023,Shingle Creek,NA,NA,32,2,19440023,3,1.1,n/a,NA,3.4.1,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,40.5,Sockeye
Deadpitch,10/31/2019,Week 5,19440024,Shingle Creek,NA,NA,29,2,19440024,3,1.1,n/a,NA,3.4.1,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,36.7,Sockeye
Deadpitch,10/31/2019,Week 5,19440025,Shingle Creek,NA,NA,32.5,2,19440025,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,41.1,Sockeye
Deadpitch,10/31/2019,Week 5,19440026,Shingle Creek,NA,41.5,33,2,19440026,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,41.5,Sockeye
Deadpitch,10/31/2019,Week 5,19440027,Shingle Creek,NA,NA,32,2,19440027,3,1.1,n/a,NA,3.4.2,hatchery,F,S,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,40.5,Sockeye
Deadpitch,10/31/2019,Week 5,19440028,Shingle Creek,NA,NA,23,2,19440028,3,3,n/a,NA,Unmarked,natural,F,S,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,29.1,Kokanee
Deadpitch,10/31/2019,Week 5,19440029,Shingle Creek,NA,39,30.5,2,19440029,3,1.1,n/a,NA,NS,unknown,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,39,Sockeye
Deadpitch,10/31/2019,Week 5,19440030,Shingle Creek,NA,NA,43,2,19440030,5,1.3,n/a,NA,3.4,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,304,54.3,Sockeye
Deadpitch,11/4/2019,Week 6,19440031,Shingle Creek,NA,NA,29.5,2,19440031,3,1.1,n/a,NA,3.5,hatchery,F,S,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,37.3,Sockeye
Deadpitch,11/4/2019,Week 6,19440032,Shingle Creek,NA,37.5,31,0,19440032,NA,n/a,n/a,NA,NS,unknown,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,37.5,Sockeye
Deadpitch,11/4/2019,Week 6,19440033,Shingle Creek,NA,40.5,34,2,19440033,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,40.5,Sockeye
Deadpitch,11/4/2019,Week 6,19440034,Shingle Creek,NA,38,31,2,19440034,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,38,Sockeye
Deadpitch,11/4/2019,Week 6,19440035,Shingle Creek,NA,38,30.5,2,19440035,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,38,Sockeye
Deadpitch,11/4/2019,Week 6,19440036,Shingle Creek,NA,NA,29.5,2,19440036,3,1.1,n/a,NA,3.5,hatchery,F,S,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,37.3,Sockeye
Deadpitch,11/4/2019,Week 6,19440037,Shingle Creek,NA,41,32.5,2,19440037,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,41,Sockeye
Deadpitch,11/4/2019,Week 6,19440038,Shingle Creek,NA,NA,31,2,19440038,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,39.2,Sockeye
Deadpitch,11/4/2019,Week 6,19440039,Shingle Creek,NA,39,31,1,19440039,4,4,n/a,NA,NS,unknown,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,39,Sockeye
Deadpitch,11/4/2019,Week 6,19440040,Shingle Creek,NA,NA,31,1,19440040,NA,n/a,n/a,NA,NS,unknown,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,39.2,Sockeye
Deadpitch,11/4/2019,Week 6,19440041,Shingle Creek,NA,NA,30.5,2,19440041,3,1.1,n/a,NA,NS,unknown,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,38.6,Sockeye
Deadpitch,11/4/2019,Week 6,19440042,Shingle Creek,NA,38.5,31.5,2,19440042,3,1.1,n/a,NA,3.4.2,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,38.5,Sockeye
Deadpitch,11/4/2019,Week 6,19440043,Shingle Creek,NA,NA,31,2,19440043,3,1.1,n/a,NA,3.5,hatchery,F,S,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,39.2,Sockeye
Deadpitch,11/4/2019,Week 6,19440044,Shingle Creek,NA,NA,33,2,19440044,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,41.7,Sockeye
Deadpitch,11/4/2019,Week 6,19440045,Shingle Creek,NA,NA,30,2,19440045,3,1.1,n/a,NA,3.5,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,37.9,Sockeye
Deadpitch,11/4/2019,Week 6,19440046,Shingle Creek,NA,NA,29.5,2,19440046,3,1.1,n/a,NA,3.4.1,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,37.3,Sockeye
Deadpitch,11/4/2019,Week 6,19440047,Shingle Creek,NA,NA,32,2,19440047,3,1.1,n/a,NA,3.5,hatchery,F,S,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,40.5,Sockeye
Deadpitch,11/4/2019,Week 6,19440048,Shingle Creek,NA,NA,30.5,2,19440048,3,1.1,n/a,NA,3.4.2,hatchery,M,n/a,n/a,Y,n/a,NA,N,n/a,n/a,NA,2019,308,38.6,Sockeye
